Ticker,Short Name,GICS Sector,GICS Ind Name,Curr Adj Mkt Cap,Mrkt Cap Sum,Weight,EV,ESG Score,UN Glob Comp Sign,% Women on Bd,GHG Scp 1 Est,GHG Scp 1 2 Watrfll Per Sale,Cntry Terrtry Of Rsk,Clmt Rsk Phys Lvl,Clmt Rsk Phys Cat,Fossl Fl Op Rev Pct,Oil Op Rev Pct,Coal Op Rev Pct,Tgt Temp Rise Scp 1 And 2 ST,Comp Clm Sci Bse Emiss Targts,Comp Clm Net 0 Emiss Tgt,Invt In Sustain Prods
HDFCLIFE IS,HDFC LIFE INSURA,Financials,Insurance,14229.5118,99429445.9,0.0001,1178546.378,2.059999943,N,30,0.923,1.404,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CIPLA IS,CIPLA LTD,Health Care,Pharmaceuticals,14224.31598,99429445.9,0.0001,1133933.216,4.460000038,N,16.66670036,39.927,83.916,IN,88,High Risk,0,0,0,3.2,N,Y,#N/A N/A
TPL UN,TEXAS PACIFIC LA,Energy,"Oil, Gas & Consumable Fuels",14204.22013,99429445.9,0.0001,13367.12013,2.5,#N/A N/A,30,27.047,66.873,US,#N/A N/A,#N/A N/A,68.5655,68.5655,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
VIVT3 BS,TELEF BRASIL,Communication Services,Diversified Telecommunication,14181.73766,99429445.9,0.0001,85602.11116,7.349999905,Y,33.33330154,30.024,9.216,BR,94,High Risk,0,0,0,1.04,Y,Y,#N/A N/A
SNA UN,SNAP-ON INC,Industrials,Machinery,14141.75077,99429445.9,0.0001,14323.75077,2.940000057,#N/A N/A,20,40.752,20.96,US,83,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
RPM UN,RPM INTL INC,Materials,Chemicals,14133.02501,99429445.9,0.0001,16356.90101,3.099999905,#N/A N/A,25,56.652,24.696,US,77,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
600346 C1,HENGLI PETROC-A,Materials,Chemicals,14112.06812,99429445.9,0.0001,254266.8014,2.950000048,N,12.5,34723.883,1069.947,CN,92,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CF UN,CF INDUSTRIES HO,Materials,Chemicals,14096.16126,99429445.9,0.0001,18096.16126,4.940000057,#N/A N/A,33.33330154,17610.112,3018.601,US,61,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
BMRN UW,BIOMARIN PHARMAC,Health Care,Biotechnology,14081.48619,99429445.9,0.0001,13637.08519,3.089999914,#N/A N/A,26.66670036,38.341,42.405,US,96,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
CPALL TB,CP ALL PCL,Consumer Staples,Consumer Staples Distribution,14082.39907,99429445.9,0.0001,1074304.126,3.660000086,Y,6.25,1054.063,84.827,TH,90,High Risk,0,0,0,0.45,N,Y,#N/A N/A
003670 KP,POSCO FUTURE M C,Industrials,Electrical Equipment,14081.969,99429445.9,0.0001,21978869.04,4.889999866,#N/A N/A,11.1111002,1855.337,710.127,KR,91,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
035720 KP,KAKAO CORP,Communication Services,Interactive Media & Services,14071.34014,99429445.9,0.0001,19806163.81,3.710000038,#N/A N/A,57.14289856,0.376,10.989,KR,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
DIVI IS,DIVI LABS LTD,Health Care,Life Sciences Tools & Services,14071.28425,99429445.9,0.0001,1131689.75,2.690000057,N,16.66670036,350.56,821.521,IN,88,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
TRU UN,TRANSUNION,Industrials,Professional Services,14036.776,99429445.9,0.0001,19082.276,4.71999979,N,27.27269936,0.09,0.237,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
HAVL IS,HAVELLS INDIA,Industrials,Electrical Equipment,14005.78051,99429445.9,0.0001,1138656.346,3.470000029,N,7.142859936,12.32,47.507,IN,86,High Risk,0,0,0,3.2,N,N,#N/A N/A
3659 JT,NEXON CO LTD,Communication Services,Entertainment,13997.21366,99429445.9,0.0001,1625282.338,1.549999952,#N/A N/A,0,30.178,17.427,JP,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
UNBK IS,UNION BANK INDIA,Financials,Banks,13992.34861,99429445.9,0.0001,#N/A N/A,1.590000033,N,16.66670036,312.247,44.399,IN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
1113 HK,CK ASSET HOLDING,Real Estate,Real Estate Management & Devel,13967.14527,99429445.9,0.0001,141180.7612,3.700000048,N,31.25,69.253,84.789,HK,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
ALMARAI AB,ALMARAI CO,Consumer Staples,Food Products,13943.69241,99429445.9,0.0001,61885.332,3.49000001,#N/A N/A,0,903.009,386.083,SA,96,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
WRK UN,WESTROCK CO,Materials,Containers & Packaging,13932.25096,99429445.9,0.0001,23162.16948,5.949999809,#N/A N/A,33.33330154,6048.502,754.661,US,79,Moderate Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
COH AT,COCHLEAR LTD,Health Care,Health Care Equipment & Suppli,13921.10128,99429445.9,0.0001,20674.39199,4.190000057,Y,40,1.008,2.663,AU,66,Moderate Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
NTNX UW,NUTANIX INC - A,Information Technology,Software,13909.65942,99429445.9,0.0001,13616.05338,2.400000095,#N/A N/A,22.22220039,0.362,9.666,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
CAG UN,CONAGRA BRANDS I,Consumer Staples,Food Products,13859.03909,99429445.9,0.0001,22528.43909,5.070000172,#N/A N/A,40,410.594,68.194,US,60,Moderate Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
AGR UN,AVANGRID INC,Utilities,Electric Utilities,13858.98223,99429445.9,0.0001,27907.98223,4.480000019,#N/A N/A,#N/A N/A,1600.359,237.154,US,82,High Risk,19.4561,0,0,2.03,#N/A N/A,#N/A N/A,#N/A N/A
RGA UN,REINSURANCE GROU,Financials,Insurance,13844.61582,99429445.9,0.0001,12426.61582,2.869999886,#N/A N/A,33.33330154,0.743,0.644,US,#N/A N/A,#N/A N/A,0,0,0,0,#N/A N/A,#N/A N/A,#N/A N/A
9901 HK,NEW ORIENTAL EDU,Consumer Discretionary,Diversified Consumer Services,13803.47151,99429445.9,0.0001,10079.10541,1.399999976,#N/A N/A,0,3.087,40.631,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
JMT PL,JERONIMO MARTINS,Consumer Staples,Consumer Staples Distribution,13793.15044,99429445.9,0.0001,15548.30891,3.25,Y,36.36360168,235.81,30.348,PT,84,High Risk,0,0,0,3.2,Y,#N/A N/A,#N/A N/A
836 HK,CHINA RES POWER,Utilities,Independent Power and Renewabl,13783.85909,99429445.9,0.0001,284764.0328,4.079999924,#N/A N/A,10,139509.366,11424.251,CN,88,High Risk,77.4701,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
FNF UN,FIDELITY NATIONA,Financials,Insurance,13741.15059,99429445.9,0.0001,15210.15059,2.75,#N/A N/A,18.18180084,12.616,2.301,US,95,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
YUMC UN,YUM CHINA HO,Consumer Discretionary,"Hotels, Restaurants & Leisure",13731.55926,99429445.9,0.0001,14536.61483,4.059999943,N,40,135.169,217.458,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
7201 JT,NISSAN MOTOR CO,Consumer Discretionary,Automobiles,13729.30823,99429445.9,0.0001,1087991.558,6.550000191,Y,20,669.721,27.963,JP,80,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
NBIX UW,NEUROCRINE BIOSC,Health Care,Biotechnology,13721.8859,99429445.9,0.0001,12921.9859,2.710000038,#N/A N/A,40,27.116,32.009,US,100,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
AKAM UW,AKAMAI TECHNOLOG,Information Technology,IT Services,13711.53565,99429445.9,0.0001,16027.78265,4.03000021,#N/A N/A,30,0.063,61.896,US,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
POOL UW,POOL CORP,Consumer Discretionary,Distributors,13705.98844,99429445.9,0.0001,14932.08344,2.660000086,#N/A N/A,22.22220039,0.338,3.92,US,89,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
FORTUM FH,FORTUM OYJ,Utilities,Electric Utilities,13699.55905,99429445.9,0.0001,13411.96999,4.909999847,Y,40,16822.437,244.411,FI,83,High Risk,14.7236,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
ADP FP,ADP,Industrials,Transportation Infrastructure,13698.79905,99429445.9,0.0001,20812.26888,4.599999905,#N/A N/A,44.44440079,76.703,30.584,FR,94,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
BVI FP,BUREAU VERITAS S,Industrials,Professional Services,13660.39651,99429445.9,0.0001,14014.64218,5.71999979,Y,41.66669846,60.079,25.448,FR,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
SW FP,SODEXO SA,Consumer Discretionary,"Hotels, Restaurants & Leisure",13658.42137,99429445.9,0.0001,16666.02009,4.550000191,Y,50,75.712,4.235,FR,97,High Risk,0,0,0,1.67,Y,Y,#N/A N/A
FLEX UW,FLEX LTD,Information Technology,"Electronic Equipment, Instrume",13655.78744,99429445.9,0.0001,14932.78744,3.660000086,#N/A N/A,#N/A N/A,#N/A N/A,21.314,US,80,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
DOC UN,HEALTHPEAK PROPE,Real Estate,Health Care REITs,13618.17233,99429445.9,0.0001,23297.20933,5.46999979,#N/A N/A,83.33329773,65.115,134.964,US,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TRMB UW,TRIMBLE INC,Information Technology,"Electronic Equipment, Instrume",13587.71148,99429445.9,0.0001,16478.31148,3.730000019,#N/A N/A,22.22220039,5.781,6.62,US,81,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
RBA CT,RB GLOBAL INC,Industrials,Commercial Services & Supplies,13583.86906,99429445.9,0.0001,18017.01718,4.059999943,#N/A N/A,18.18180084,27.762,12.09,CA,85,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
DT UN,DYNATRACE INC,Information Technology,Software,13582.43328,99429445.9,0.0001,12809.1385,3.029999971,#N/A N/A,#N/A N/A,#N/A N/A,3.022,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
XRO AT,XERO LTD,Information Technology,Software,13564.64007,99429445.9,0.0001,21832.99749,3.269999981,#N/A N/A,#N/A N/A,#N/A N/A,3.544,NZ,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
601881 C1,CHINA GALAXY-A,Financials,Capital Markets,13562.91043,99429445.9,0.0001,347442.6321,2.359999895,#N/A N/A,33.33330154,0.844,3.588,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
6881 HK,CGS-H,Financials,Capital Markets,13561.85601,99429445.9,0.0001,347442.6334,2.359999895,#N/A N/A,33.33330154,0.844,3.588,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
600893 C1,AECC AVIATION-A,Industrials,Aerospace & Defense,13559.05333,99429445.9,0.0001,121434.279,1.860000014,N,0,556.902,169.166,CN,78,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
IIB IS,INDUSIND BANK,Financials,Banks,13528.17784,99429445.9,0.0001,#N/A N/A,4.510000229,Y,20,20.512,13.993,IN,#N/A N/A,#N/A N/A,0,0,0,0.8,N,N,#N/A N/A
OTP HB,OTP BANK PLC,Financials,Banks,13522.35159,99429445.9,0.0001,#N/A N/A,3.670000076,N,16.66670036,33.231,6.409,HU,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
NHY NO,NORSK HYDRO ASA,Materials,Metals & Mining,13489.9561,99429445.9,0.0001,162890.12,6.409999847,Y,36.36360168,8767.719,468.563,NO,85,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
1216 TT,UNI-PRESIDENT EN,Consumer Staples,Food Products,13483.99563,99429445.9,0.0001,658092.8344,3.579999924,#N/A N/A,#N/A N/A,70.782,10.814,TW,88,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
MTX GY,MTU AERO ENGINES,Industrials,Aerospace & Defense,13472.03236,99429445.9,0.0001,12885.07451,5.409999847,Y,33.33330154,41.081,9.193,DE,80,Moderate Risk,0,0,0,3.2,#N/A N/A,Y,306
CPI SJ,CAPITEC BANK HOL,Financials,Banks,13470.69803,99429445.9,0.0001,#N/A N/A,2.059999943,N,16.66670036,0.695,12.043,ZA,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
SAFCO AB,SABIC AGRI,Materials,Chemicals,13453.06448,99429445.9,0.0001,40948.48182,1.690000057,#N/A N/A,#N/A N/A,3964.239,1742.496,SA,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
002230 C2,IFLYTEK CO LTD-A,Information Technology,Software,13439.07764,99429445.9,0.0001,104777.0132,2.5,N,0,13.756,13.342,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
EQH UN,EQUITABLE HOLDIN,Financials,Financial Services,13414.71113,99429445.9,0.0001,10288.71113,1.779999971,N,33.33330154,2.45,0.762,US,84,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
CNH UN,CNH INDUSTRIAL N,Industrials,Machinery,13385.89402,99429445.9,0.0001,15730.89402,6.320000172,Y,44.44440079,150.914,9.006,US,81,High Risk,0,0,0,1.55,#N/A N/A,#N/A N/A,#N/A N/A
GARAN TI,GARANTI,Financials,Banks,13385.10271,99429445.9,0.0001,#N/A N/A,4.710000038,#N/A N/A,18.18180084,26.905,4.486,TR,#N/A N/A,#N/A N/A,0,0,0,1.69,#N/A N/A,#N/A N/A,#N/A N/A
GGG UN,GRACO INC,Industrials,Machinery,13376.95643,99429445.9,0.0001,12801.18543,2.839999914,#N/A N/A,27.27269936,14.453,23.476,US,82,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
2884 TT,E.SUN FINANCIAL,Financials,Banks,13372.3555,99429445.9,0.0001,#N/A N/A,5.980000019,#N/A N/A,16.66670036,2.199,8.123,TW,#N/A N/A,#N/A N/A,0,0,0,2.78,Y,Y,#N/A N/A
SQM/B CC,SOQUIMICH-B,Industrials,Electrical Equipment,13370.0582,99429445.9,0.0001,15583.09495,5.199999809,#N/A N/A,25,264.83,122.762,CL,86,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
CON GY,CONTINENTAL AG,Consumer Discretionary,Automobile Components,13363.95137,99429445.9,0.0001,19136.36879,4.28000021,Y,25,718.332,21.728,DE,81,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
MB IM,MEDIOBANCA,Financials,Banks,13359.49521,99429445.9,0.0001,43939.35795,3.079999924,Y,40,3.835,0.72,IT,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
MANH UW,MANHATTAN ASSOC,Information Technology,Software,13357.58612,99429445.9,0.0001,13201.87512,2.859999895,#N/A N/A,25,13.797,22.639,US,89,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
OVV UN,OVINTIV INC,Energy,"Oil, Gas & Consumable Fuels",13354.37937,99429445.9,0.0001,20464.04917,4.849999905,#N/A N/A,25,3463.749,379.393,US,44,Low Risk,100,100,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
WBA UW,WALGREENS BOOTS,Consumer Staples,Consumer Staples Distribution,13354.80291,99429445.9,0.0001,49193.80291,4.190000057,Y,36.36360168,300.723,10.905,US,80,High Risk,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
AZPN UW,ASPEN TECHNOLOGY,Information Technology,Software,13331.14634,99429445.9,0.0001,13248.61334,1.519999981,#N/A N/A,22.22220039,13.538,19.602,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
291 HK,CHINA RESOURCES,Consumer Staples,Beverages,13321.31897,99429445.9,0.0001,99999.26664,4.5,N,18.18180084,167.68,158.395,CN,94,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
RVTY UN,REVVITY INC,Health Care,Life Sciences Tools & Services,13317.80552,99429445.9,0.0001,15626.03252,4.429999828,#N/A N/A,33.33330154,7.063,15.59,US,85,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
SUN AT,SUNCORP GROUP LT,Financials,Insurance,13313.89713,99429445.9,0.0001,95649.97845,4.989999771,#N/A N/A,30,1.868,0.419,AU,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,Y,#N/A N/A
ADE NO,ADEVINTA ASA,Communication Services,Interactive Media & Services,13282.99106,99429445.9,0.0001,14029.95088,4.900000095,Y,50,0.251,1.249,FR,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
247540 KQ,ECOPRO BM CO LTD,Industrials,Electrical Equipment,13213.515,99429445.9,0.0001,19931269.18,2.309999943,#N/A N/A,11.1111002,1.65,26.69,KR,89,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
4507 JT,SHIONOGI & CO,Health Care,Pharmaceuticals,13201.60458,99429445.9,0.0001,1523696.397,4.269999981,Y,33.33330154,42.263,27.049,JP,85,High Risk,0,0,0,2.15,Y,Y,#N/A N/A
KEY UN,KEYCORP,Financials,Banks,13195.33217,99429445.9,0.0001,#N/A N/A,3.460000038,#N/A N/A,30.76919937,13.984,3.563,US,71,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
600795 C1,GD POWER DEVEL-A,Utilities,Independent Power and Renewabl,13193.11994,99429445.9,0.0001,430432.0328,2.74000001,N,0,116121.139,15056.713,CN,88,High Risk,86.024,0,0.8009,#N/A Field Not Applicable,N,N,#N/A N/A
NDSN UW,NORDSON CORP,Industrials,Machinery,13193.00908,99429445.9,0.0001,14720.00108,3.940000057,#N/A N/A,22.22220039,6.444,16.723,US,83,High Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
NN NA,NN GROUP,Financials,Insurance,13182.4694,99429445.9,0.0001,36008.95,4.090000153,#N/A N/A,42.85710144,4.298,0.36,NL,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
RTO LN,RENTOKIL INITIAL,Industrials,Commercial Services & Supplies,13174.8504,99429445.9,0.0001,13661.51537,4.860000134,#N/A N/A,33.33330154,210.529,51.063,GB,#N/A N/A,#N/A N/A,0,0,0,2.62,#N/A N/A,Y,#N/A N/A
000792 C2,QINGHAI SALT-A,Materials,Chemicals,13160.41209,99429445.9,0.0001,81015.97634,3.410000086,N,33.33330154,303.272,334.827,CN,50,Moderate Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
PNR UN,PENTAIR PLC,Industrials,Machinery,13145.82965,99429445.9,0.0001,15243.12965,4.400000095,N,40,46.916,25.594,US,82,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
THYAO TI,THY,Industrials,Passenger Airlines,13116.72973,99429445.9,0.0001,692086,5.409999847,#N/A N/A,#N/A N/A,19854.306,985.383,TR,#N/A N/A,#N/A N/A,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
000538 C2,YUNNAN BAIYAO-A,Health Care,Pharmaceuticals,13109.49201,99429445.9,0.0001,81538.71538,3.589999914,N,0,23.936,5.741,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
SWK UN,STANLEY BLACK &,Industrials,Machinery,13067.38252,99429445.9,0.0001,20928.18252,5.150000095,#N/A N/A,45.45449829,154.39,29.189,US,79,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
TOST UN,TOAST INC-A,Financials,Financial Services,13036.95,99429445.9,0.0001,11951.95,4.699999809,#N/A N/A,20,0.254,0.72,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
GULF TB,GULF ENERGY DE,Utilities,Independent Power and Renewabl,13035.41131,99429445.9,0.0001,757302.6544,2.930000067,Y,33.33330154,1627.335,564.899,TH,98,High Risk,0,0,0,#N/A Field Not Applicable,N,Y,#N/A N/A
AMH UN,AMERICAN HOMES-A,Real Estate,Residential REITs,13020.75613,99429445.9,0.0001,18316.34513,4.239999771,#N/A N/A,25,12.076,17.717,US,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
BAP UN,CREDICORP LTD,Financials,Banks,13010.3578,99429445.9,0.0001,#N/A N/A,2.619999886,#N/A N/A,#N/A N/A,1.672,3.024,PE,71,Moderate Risk,0,0,0,3.2,N,#N/A N/A,#N/A N/A
1303 TT,NAN YA PLASTICS,Materials,Chemicals,13003.3509,99429445.9,0.0001,515889.9325,3.950000048,#N/A N/A,#N/A N/A,1394.679,481.115,TW,93,High Risk,0,0,0,2.04,#N/A N/A,#N/A N/A,#N/A N/A
SPL PW,SANTANDER BANK,Financials,Banks,12982.09236,99429445.9,0.0001,#N/A N/A,3.289999962,#N/A N/A,#N/A N/A,4.078,4.504,PL,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
SGE LN,SAGE GROUP,Information Technology,Software,12974.39533,99429445.9,0.0001,10994.18464,4.139999866,Y,36.36360168,0.904,1.05,GB,#N/A N/A,#N/A N/A,0,0,0,3.2,Y,Y,#N/A N/A
ISCTR TI,IS BANKASI,Financials,Banks,12962.33719,99429445.9,0.0001,#N/A N/A,2.410000086,Y,18.18180084,159.672,18.343,TR,98,High Risk,0,0,0,1.42,Y,Y,#N/A N/A
BXB AT,BRAMBLES LTD,Industrials,Commercial Services & Supplies,12953.78328,99429445.9,0.0001,15686.70476,5.21999979,Y,36.36360168,31.108,5.623,AU,87,High Risk,0,0,0,3.2,Y,Y,#N/A N/A
600837 C1,HAITONG SECURI-A,Financials,Capital Markets,12948.98321,99429445.9,0.0001,307185.912,1.950000048,N,10,2.706,6.43,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
6837 HK,HAITONG SECURI-H,Financials,Capital Markets,12947.97652,99429445.9,0.0001,307185.9132,1.950000048,N,10,2.706,6.43,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
086790 KP,HANA FINANCIAL G,Financials,Banks,12946.66831,99429445.9,0.0001,109426958.8,5.449999809,#N/A N/A,10,9.673,4.076,KR,88,High Risk,0,0,0,2.13,#N/A N/A,#N/A N/A,#N/A N/A
CPB UN,CAMPBELL SOUP CO,Consumer Staples,Food Products,12945.10545,99429445.9,0.0001,17596.10545,6.670000076,#N/A N/A,30.76919937,482.818,71.209,US,76,Moderate Risk,0,0,0,1.91,#N/A N/A,#N/A N/A,#N/A N/A
LUNDB SS,LUNDBERGS AB-B,Financials,Financial Services,12904.59071,99429445.9,0.0001,206843,1.549999952,Y,33.33330154,72.947,29.254,SE,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,Y,#N/A N/A
1929 HK,CHOW TAI FOOK JE,Consumer Discretionary,Specialty Retail,12904.05275,99429445.9,0.0001,123495.2417,4.460000038,N,20,1.898,5.045,CN,96,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
4684 JT,OBIC CO LTD,Information Technology,IT Services,12902.87198,99429445.9,0.0001,1851636,3.380000114,N,12.5,0.66,2.37,JP,#N/A N/A,#N/A N/A,0,0,0,3.2,N,Y,#N/A N/A
DVA UN,DAVITA INC,Health Care,Health Care Providers & Servic,12895.408,99429445.9,0.0001,26091.139,3.670000076,#N/A N/A,44.44440079,64.051,7.076,US,#N/A N/A,#N/A N/A,0,0,0,1.04,Y,Y,#N/A N/A
SMPH PM,SM PRIME HLDGS,Real Estate,Real Estate Management & Devel,12877.50786,99429445.9,0.0001,1102496.291,3.450000048,#N/A N/A,12.5,86.579,365.718,PH,90,High Risk,0,0,0,#N/A Field Not Applicable,Y,Y,#N/A N/A
INCY UW,INCYTE CORP,Health Care,Biotechnology,12879.6688,99429445.9,0.0001,9066.375796,3.430000067,#N/A N/A,33.33330154,8.144,4.344,US,89,High Risk,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
600029 C1,CHINA SOUTHERN-A,Industrials,Passenger Airlines,12877.10073,99429445.9,0.0001,301483.9215,2.059999943,#N/A N/A,#N/A N/A,25698.13,1239.01,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
1055 HK,CHINA SOUTHERN-H,Industrials,Passenger Airlines,12876.09962,99429445.9,0.0001,301483.9227,2.059999943,#N/A N/A,#N/A N/A,25698.13,1239.01,CN,#N/A N/A,#N/A N/A,0,0,0,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A N/A
1301 TT,FORMOSA PLASTICS,Materials,Chemicals,12869.99147,99429445.9,0.0001,451326.9482,4.190000057,#N/A N/A,#N/A N/A,3437.808,1265.886,TW,94,High Risk,0,0,0,3.4,#N/A N/A,#N/A N/A,#N/A N/A
601669 C1,POWER CONSTRUC-A,Industrials,Construction & Engineering,12861.38563,99429445.9,0.0001,606612.4738,2.039999962,N,0,8003.927,140.433,CN,87,High Risk,0,0,0,#N/A Field Not Applicable,N,N,#N/A N/A
BNZL LN,BUNZL PLC,Industrials,Trading Companies & Distributo,12843.20862,99429445.9,0.0001,11739.92043,5.179999828,#N/A N/A,44.44440079,94.955,8.505,GB,81,High Risk,0,0,0,2.4,#N/A N/A,#N/A N/A,#N/A N/A
LNT UW,ALLIANT ENERGY,Utilities,Electric Utilities,12788.18612,99429445.9,0.0001,22423.18612,4.900000095,#N/A N/A,33.33330154,12837.121,3447.446,US,63,Moderate Risk,0,0,0,3.2,#N/A N/A,#N/A N/A,#N/A N/A
JSW IS,JSW ENERGY LTD,Utilities,Independent Power and Renewabl,12785.2008,99429445.9,0.0001,1328988.887,3,N,11.1111002,16018.805,13564.817,IN,78,Moderate Risk,0,0,0,3.2,Y,Y,#N/A N/A
